日経会社コード,企業名称,決算種別,連結基準,決算月数,上場コード,連結子会社数,流動資産,資産合計,流動負債,負債合計,純資産,売上高,売上原価,販管費,親会社利益,税金等調整前当期純利益,営業活動によるキャッシュフロー,投資活動によるキャッシュフロー,財務活動によるキャッシュフロー,現金及び現金同等物の期末残高,広告宣伝費,従業員数,期末従業員数,発行済株式数,年度,決算月,大分類,中分類,小分類
0000244,サッポロホールディングス,10,3,12,11,45,160829,616349,216243,466798,149551,434723,302593,127869,-16071,-19364,16466,-16000,4138,19734,0,0,7592,78794298,2020,12,1,食品,005
0000244,サッポロホールディングス,10,3,12,11,43,167806,594551,210535,431224,163327,437159,303380,125637,12331,21185,30308,20729,-53080,17368,0,0,6872,78794298,2021,12,1,食品,005
0000244,サッポロホールディングス,10,3,12,11,41,179431,639118,219515,471917,167201,478422,339180,129931,5450,11367,7814,-46137,36465,15380,0,0,6676,78794298,2022,12,1,食品,005
0000245,アサヒグループホールディングス,10,3,12,11,142,714576,3079315,939591,1929668,1149647,2120291,1303246,595661,151077,207308,252441,22505,-270564,57317,63559,159014,28055,483585862,2018,12,1,食品,005
0000245,アサヒグループホールディングス,10,3,12,11,148,735113,3140788,1075673,1892509,1248279,2089048,1297302,578774,142207,197391,253469,-103666,-158841,48489,61099,159582,29327,483585862,2019,12,1,食品,005
0000245,アサヒグループホールディングス,10,3,12,11,206,689086,4439378,1652655,2921562,1517816,2027762,1283150,576789,92826,125399,275859,-1243372,956759,48460,54301,149041,29850,507003362,2020,12,1,食品,005
0000245,アサヒグループホールディングス,10,3,12,11,211,700176,4547748,1242891,2788600,1759148,2236076,1383195,634940,153500,199826,337812,-14348,-320325,52743,81211,171645,30020,507003362,2021,12,1,食品,005
0000245,アサヒグループホールディングス,10,3,12,11,208,737529,4830344,1265946,2767399,2062945,2511108,1589272,678018,151555,205992,265991,-69186,-219556,37438,86744,181970,29920,507003362,2022,12,1,食品,005
0000246,キリンホールディングス,10,3,12,11,171,831758,2303624,589949,1112206,1191418,1930522,1097153,634041,164202,246852,198051,47389,-226699,173102,0,183889,30464,914000000,2018,12,1,食品,005
0000246,キリンホールディングス,10,3,12,11,152,812139,2412874,737370,1266049,1146825,1941305,1093743,656807,59642,116823,178826,-175619,-9997,165671,0,183012,31040,914000000,2019,12,1,食品,005
0000246,キリンホールディングス,10,3,12,11,153,866542,2459363,737475,1363424,1095939,1849545,1045662,641768,71935,124550,164839,-115981,-52474,161667,0,181312,31151,914000000,2020,12,1,食品,005
0000246,キリンホールディングス,10,3,12,11,145,826620,2471933,598953,1323943,1147990,1821570,998728,657412,59790,99617,219303,-56408,-180463,149488,0,189538,29515,914000000,2021,12,1,食品,005
0000246,キリンホールディングス,10,3,12,11,148,887021,2542263,632695,1289060,1253203,1989468,1083755,714554,111007,191387,135562,-10399,-167835,88060,0,215128,30538,914000000,2022,12,1,食品,005
0000247,宝ホールディングス,10,1,12,11,61,171067,284281,52712,108064,176217,268142,163529,88999,11029,18903,16265,-19916,-5570,49341,3073,16941,4349,201699743,2018,03,1,食品,005
0000247,宝ホールディングス,10,1,12,11,58,175011,287106,57822,107311,179795,277443,168694,90945,10411,17658,13508,-9213,-4243,48580,2755,18208,4493,201699743,2019,03,1,食品,005
0000247,宝ホールディングス,10,1,12,11,59,168820,283882,55466,102553,181329,281191,172574,92781,8980,15643,11744,-3690,-11653,44541,2051,18721,4680,199699743,2020,03,1,食品,005
0000247,宝ホールディングス,10,1,12,11,59,183108,306918,56269,115383,191535,278443,162849,93999,10574,20583,27100,-6738,-1506,62860,2251,18832,4748,199699743,2021,03,1,食品,005
0000247,宝ホールディングス,10,1,12,11,58,232323,362438,79151,137882,224555,300918,187376,70187,20769,40961,16376,-10399,4133,75729,2510,21031,4934,199699743,2022,03,1,食品,005
0000247,宝ホールディングス,10,1,12,11,59,241513,399174,67454,143856,255318,350665,230723,81996,21206,39692,45478,-10474,-22215,91785,2840,23978,5171,199699743,2023,03,1,食品,005
0000249,オエノンホールディングス,10,1,12,11,10,27530,53251,26919,32061,21190,77151,62700,12868,469,716,3735,-2988,-828,1247,248,4079,947,65586196,2018,12,1,食品,005
0000249,オエノンホールディングス,10,1,12,11,8,25689,52568,24226,30727,21840,75444,61369,12321,1104,1566,3927,-2284,-1697,1192,242,3730,906,65586196,2019,12,1,食品,005
0000249,オエノンホールディングス,10,1,12,11,8,25491,51724,23968,29643,22081,77712,63689,11802,1147,1799,4762,-3550,-1494,910,156,3633,908,65586196,2020,12,1,食品,005
0000249,オエノンホールディングス,10,1,12,11,8,25596,52280,25350,30235,22045,78618,65967,11444,299,464,1550,-2865,1390,986,148,3585,879,65586196,2021,12,1,食品,005
0000249,オエノンホールディングス,10,1,12,11,8,27038,55511,28476,35906,19604,81120,71449,10378,-1257,-777,-860,-4040,4809,894,130,3019,803,65586196,2022,12,1,食品,005
0000252,養命酒製造,10,0,12,11,0,13186,47318,1418,5864,41454,10655,3871,6262,1615,2303,759,791,-553,3874,2164,1044,276,16500000,2018,03,1,食品,005
0000252,養命酒製造,10,0,12,11,0,12834,46347,1554,5724,40622,10523,3773,6192,686,987,1328,-2493,-549,2159,2240,1076,271,16500000,2019,03,1,食品,005
0000252,養命酒製造,10,0,12,11,0,11968,44879,2095,5677,39201,10478,3704,6175,787,1142,1363,-1034,-551,1934,2204,1077,280,16500000,2020,03,1,食品,005
0000252,養命酒製造,10,0,12,11,0,13215,47869,1925,6305,41564,10383,3996,5738,807,1182,1409,-217,-551,2575,1950,1118,291,16500000,2021,03,1,食品,005
0000252,養命酒製造,10,0,12,11,0,9883,48614,1874,6434,42179,10577,3892,5688,949,1365,1806,-1399,-551,2432,2073,1133,292,16500000,2022,03,1,食品,005
0000252,養命酒製造,10,0,12,11,0,12968,49562,2126,6772,42790,10647,4051,5518,1020,1473,1748,-1451,-554,2173,1794,1153,290,16500000,2023,03,1,食品,005
0000256,日清オイリオグループ,10,1,12,11,19,153087,271732,78977,130372,141360,337998,285084,43811,6930,10125,5667,-10795,11776,20903,3964,7625,2769,34667857,2018,03,1,食品,004
0000256,日清オイリオグループ,10,1,12,11,20,140510,265285,69547,116185,149099,343059,284115,45994,9044,13148,20718,-11270,-16949,13140,4622,7251,2786,34667857,2019,03,1,食品,004
0000256,日清オイリオグループ,10,1,12,11,20,149320,277425,66301,128100,149324,333416,271899,48383,8293,12724,22421,-14242,2244,23552,4884,7608,2900,34667857,2020,03,1,食品,004
0000256,日清オイリオグループ,10,1,12,11,20,150918,292154,78633,138894,153259,336306,275916,48065,9244,12192,6340,-14626,-5814,9256,4429,7583,3001,34667857,2021,03,1,食品,004
0000256,日清オイリオグループ,10,1,12,11,19,201840,344506,105891,180192,164314,432778,375791,45317,8595,12095,-26631,-9327,34473,7875,0,7825,2987,33716257,2022,03,1,食品,004
0000256,日清オイリオグループ,10,1,12,11,18,233567,374453,115646,203034,171418,556565,490942,49436,11157,15323,398,-6143,6342,10899,0,8156,3001,33716257,2023,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,30,130805,270731,67460,105833,164897,307645,244145,43018,13742,18833,28206,-14510,-13452,12999,737,9460,5092,87569383,2018,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,40,185435,390524,168333,231297,159227,300844,235593,46725,11582,16538,22637,-79104,65487,21207,613,9971,5963,87569383,2019,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,40,168662,367365,105484,209379,157986,414727,334411,56717,16375,23279,37058,-18302,-20674,18578,726,13113,5874,87569383,2020,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,38,160736,358511,91017,195621,162890,364779,298915,47952,11014,17020,38205,-17395,-19931,20452,0,10840,5679,87569383,2021,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,37,201334,416617,120840,227122,189495,433831,367519,51303,11504,16289,3537,-18807,9387,15915,0,11907,5623,87569383,2022,03,1,食品,004
0000260,不二製油グループ本社,10,1,12,11,39,227771,468789,145891,257806,210983,557410,485166,61303,6126,9903,7594,-16487,9804,18991,0,14054,5799,87569383,2023,03,1,食品,004
0000263,キッコーマン,10,1,12,11,57,143847,343929,57481,90639,253289,430602,260426,133673,23846,35999,37645,-14640,-43968,22785,11165,35410,7105,210383202,2018,03,1,食品,008
0000263,キッコーマン,10,1,12,11,59,156518,362119,56240,91667,270451,453565,277805,137341,25992,37595,37023,-25698,-7041,27509,10952,36982,7100,193883202,2019,03,1,食品,008
0000263,キッコーマン,10,3,12,11,0,159714,398698,68117,121155,277543,439627,287398,114187,26827,37814,41958,-28777,-11400,28103,14685,40355,7376,193883202,2020,03,1,食品,008
0000263,キッコーマン,10,3,12,11,60,192346,438508,72696,124993,313514,439411,285178,111583,31159,43194,57167,-16886,-15420,55678,14373,40585,7645,193883202,2021,03,1,食品,008
0000263,キッコーマン,10,3,12,11,60,240192,503061,83225,139153,363907,516440,337611,126555,38903,54231,52093,-16105,-17900,79229,14550,47230,7686,193883202,2022,03,1,食品,008
0000263,キッコーマン,10,3,12,11,58,281211,566385,98755,149416,416969,618899,414474,145648,43733,60797,59197,-26620,-20379,99347,14725,55329,7775,193883202,2023,03,1,食品,008
0000264,味の素,10,3,12,11,109,604160,1426230,280111,705616,720613,1114784,720118,275126,60124,84828,126655,-99104,-23951,187869,35583,93059,34452,571863354,2018,03,1,食品,008
0000264,味の素,10,3,12,11,100,591167,1393869,291756,707909,685960,1114308,719299,273430,29698,56629,123256,-72923,-78923,153725,33895,95550,34504,549163354,2019,03,1,食品,008
0000264,味の素,10,3,12,11,99,538901,1353616,335566,761545,592070,1100039,696166,274595,18837,49475,114856,-66651,-52306,141701,35923,95859,32509,549163354,2020,03,1,食品,008
0000264,味の素,10,3,12,11,116,585169,1431289,336339,763443,667846,1071453,665234,268499,59416,98320,165650,-66247,-60387,181609,38019,97455,33461,549163354,2021,03,1,食品,008
0000264,味の素,10,3,12,11,112,581419,1457060,324631,717316,739744,1149370,723472,281124,75725,122472,145576,-61567,-123055,151454,36533,100533,34198,536996254,2022,03,1,食品,008
0000264,味の素,10,3,12,11,110,615537,1511734,339644,688765,822968,1359115,888727,313505,94065,140033,117640,-30087,-111061,132777,34369,111519,34615,529798154,2023,03,1,食品,008
0000266,エスビー食品,10,1,12,12,7,57644,103045,45536,62773,40272,142396,82508,53498,3886,6164,3111,3637,-6299,17682,4513,4394,1850,6977117,2018,03,1,食品,008
0000266,エスビー食品,10,1,12,12,7,62915,109532,47334,65910,43622,145160,83133,54872,4317,5378,5248,-6233,1258,17984,4845,4609,1979,13954234,2019,03,1,食品,008
0000266,エスビー食品,10,1,12,12,7,66634,120470,48187,72791,47679,112578,82143,23195,5485,7220,12158,-11215,3109,22025,3382,4769,2015,13954234,2020,03,1,食品,008
0000266,エスビー食品,10,1,12,12,7,71790,125410,45810,70273,55137,114255,81847,22959,6652,9288,11313,-6575,-1317,25563,3014,4836,2084,13954234,2021,03,1,食品,008
0000266,エスビー食品,10,1,12,12,7,73265,128984,46527,69081,59903,118046,86138,23290,6225,8603,8170,-5736,-2898,25213,3126,5069,2122,13622234,2022,03,1,食品,008
0000266,エスビー食品,10,1,12,12,9,75303,130462,47363,67536,62925,120651,91439,23812,4080,5510,641,-3049,-3941,20755,2839,5250,2152,13622234,2023,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,14677,22470,2365,3318,19151,22191,20115,1090,640,925,1464,-1264,-277,5847,0,242,358,8832311,2018,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,15612,22710,2722,3476,19234,21269,19071,1036,1025,1497,1738,-247,-277,7060,0,233,344,8832311,2019,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,15671,22849,2277,3123,19726,20285,18230,1039,976,1398,1406,-1302,-277,6887,0,246,349,8832311,2020,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,17016,23853,2419,3362,20490,15347,12997,956,990,1426,2025,-239,-277,8395,0,275,363,8832311,2021,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,17921,24481,2333,3295,21185,15010,12760,892,1008,1449,1433,-320,-277,9230,0,228,359,8832311,2022,03,1,食品,008
0000267,ユタカフーズ,10,0,12,12,0,17685,24534,1912,2881,21652,13740,12004,843,683,1002,1060,-733,-277,9279,0,209,307,8832311,2023,03,1,食品,008
0000270,ニチレイ,10,1,12,11,68,153564,367268,110489,197587,169680,568032,475194,62940,19097,29237,29859,-20269,-13749,17076,4153,21054,15787,139925532,2018,03,1,食品,010
0000270,ニチレイ,10,1,12,11,69,160554,377257,99561,193451,183805,580141,486926,63704,19943,29540,31311,-17918,-9088,20668,3449,20855,15710,139925532,2019,03,1,食品,010
0000270,ニチレイ,10,1,12,11,72,170308,390004,108419,198615,191388,584858,485784,68038,19609,29792,39441,-24300,-10225,25434,4534,22076,15824,139965587,2020,03,1,食品,010
0000270,ニチレイ,10,1,12,11,73,169572,405719,108506,195293,210426,572757,473954,65853,21212,31603,45453,-32213,-10709,28011,2886,23105,15383,140003877,2021,03,1,食品,010
0000270,ニチレイ,10,1,12,11,77,180299,427606,120775,209703,217903,602696,500451,70835,23382,35107,34660,-26016,-14179,23340,3355,24078,15296,134007795,2022,03,1,食品,010
0000270,ニチレイ,10,1,12,11,80,196695,457333,130086,223819,233513,662204,553330,75939,21568,32987,37865,-26844,-8591,27767,3450,24765,15766,134042599,2023,03,1,食品,010
0000271,キユーピー,10,1,12,11,58,158402,419736,100888,153636,266100,573525,440378,100078,18320,33586,41778,-20199,-15293,47970,9142,23393,14808,150000000,2018,11,1,食品,008
0000271,キユーピー,10,1,12,11,58,174790,444309,99006,167556,276753,545723,412741,100933,18698,32487,43916,-29720,-4602,56777,9487,23716,15452,150000000,2019,11,1,食品,008
0000271,キユーピー,10,1,12,11,60,174012,454276,86373,166920,287356,531103,405790,97009,11591,23296,34955,-26039,5,65777,9032,23196,16003,150000000,2020,11,1,食品,008
0000271,キユーピー,10,1,12,11,46,157451,381003,71199,111702,269301,407039,282807,96260,18014,28860,38533,-20277,-18701,66703,9576,22430,10719,141500000,2021,11,1,食品,008
0000271,キユーピー,10,1,12,11,46,167726,403384,65252,108761,294623,430304,306114,98755,16033,26630,27199,-15947,-16812,65335,9680,22395,10696,141500000,2022,11,1,食品,008
0000273,日本食品化工,10,0,12,12,0,21702,35941,10592,17370,18571,48196,38958,8198,997,1320,2890,2,-3741,198,9,1687,423,6400000,2018,03,1,食品,010
0000273,日本食品化工,10,0,12,12,0,20196,34321,9188,15734,18586,46959,38873,8058,283,386,1059,-188,-842,227,0,1631,435,6400000,2019,03,1,食品,010
0000273,日本食品化工,10,0,12,12,0,20087,34532,8902,15829,18703,45265,37751,7502,238,283,2455,-2978,516,221,0,1524,436,6400000,2020,03,1,食品,010
0000273,日本食品化工,10,0,12,12,0,21457,36223,11735,16294,19928,45060,36376,7165,1229,1673,3854,-2121,-1776,177,0,1683,434,6400000,2021,03,1,食品,010
0000273,日本食品化工,10,0,12,12,0,24556,39692,14073,18634,21057,50610,41965,7139,1370,1859,292,-2409,2138,198,0,1778,429,6400000,2022,03,1,食品,010
0000273,日本食品化工,10,0,12,12,0,31240,46504,19362,23806,22698,64612,53264,7807,2605,3706,-533,-2237,2982,411,0,1893,427,6400000,2023,03,1,食品,010
0000275,石井食品,10,1,12,12,2,5435,9085,2963,5152,3932,10387,6506,3687,194,174,829,-124,-70,3727,108,746,317,18392000,2018,03,1,食品,010
0000275,石井食品,10,1,12,12,1,4965,8364,2514,4609,3755,9694,6155,3536,9,65,288,-210,-481,3323,74,747,333,18392000,2019,03,1,食品,010
0000275,石井食品,10,1,12,12,1,4002,7175,2624,3713,3461,9556,6006,3675,-162,-124,-132,-129,-576,2485,120,784,352,18392000,2020,03,1,食品,010
0000275,石井食品,10,1,12,12,1,4066,6454,3227,3811,2643,8307,5742,2747,-798,-795,88,-120,125,2579,101,816,358,18392000,2021,03,1,食品,010
0000275,石井食品,10,1,12,12,1,3573,6035,2828,3477,2557,8831,5981,2771,16,84,155,-277,-434,2023,85,847,368,18392000,2022,03,1,食品,010
0000275,石井食品,10,1,12,12,1,3719,6707,3194,3831,2876,9549,6528,2801,308,284,341,-545,125,1944,78,857,372,18392000,2023,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,0,169054,528726,134766,175597,353128,440909,282837,123722,29134,37153,44893,-47784,-11126,49620,14684,21929,12102,117463685,2018,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,57,178898,557577,161653,205031,352545,450984,295823,126283,19356,31166,40740,-44544,13069,57125,14294,22378,12539,105700000,2019,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,59,187784,576621,141681,222558,354063,468879,301599,129485,29316,42650,57533,-40413,-10142,60163,14078,22057,12983,105700000,2020,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,65,229117,663530,160650,242095,421435,506107,324350,136590,40828,56233,72714,-26528,-19046,90294,16262,22390,14467,105700000,2021,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,63,259626,683423,167962,238832,444590,569722,375219,151518,35412,49182,52936,-3468,-44449,102005,16578,24604,14633,104222300,2022,03,1,食品,010
0000276,日清食品ホールディングス,10,3,12,11,63,266162,708374,184758,240424,467949,669248,448170,173823,44760,57950,64809,-32057,-47676,87388,18931,28881,15227,102861500,2023,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,200763,371842,53075,80961,290881,388797,241990,120154,18431,27287,29370,-20384,-6482,25409,4749,8132,4639,110881044,2018,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,203298,390190,53870,82461,307729,401064,254754,122648,18438,25906,31028,-27358,-6163,23286,3704,8129,4732,110881044,2019,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,215632,402608,56656,84614,317994,416031,261911,125771,23379,32600,47692,-18454,-8912,43396,4159,8450,4791,110881044,2020,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,237978,428651,57850,85331,343319,340841,248010,56370,29070,38909,47783,-49985,-8591,32832,4285,8817,4880,110881044,2021,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,263406,454670,59038,87525,367145,361495,270977,60780,22414,31586,33293,-27308,-9596,29351,4281,8648,4839,110881044,2022,03,1,食品,010
0000279,東洋水産,10,1,12,11,23,285076,497083,64648,92332,404750,435786,327744,67712,33126,43547,42031,-25204,-9619,37567,5947,8849,4745,110881044,2023,03,1,食品,010
0000282,ハウス食品グループ本社,10,1,12,11,37,141245,378864,56648,95145,283719,291897,162497,113112,9353,17014,23608,-13739,-5317,60202,9879,22666,6089,102758690,2018,03,1,食品,010
0000282,ハウス食品グループ本社,10,1,12,11,36,144755,371025,55308,91881,279144,296695,165068,114068,13767,22297,20913,-1008,-17317,62495,9739,23103,6066,100750620,2019,03,1,食品,010
0000282,ハウス食品グループ本社,10,1,12,11,35,149653,367194,53138,86264,280930,293682,159910,114767,11458,20682,24218,-6356,-7567,69870,9436,22974,6122,100750620,2020,03,1,食品,010
0000282,ハウス食品グループ本社,10,1,12,11,37,156939,369335,51910,82452,286883,250066,154114,76539,8752,12066,23181,-8558,-6172,78343,7961,22220,6153,100750620,2021,03,1,食品,010
0000282,ハウス食品グループ本社,10,1,12,11,37,157123,382021,51609,83454,298567,253386,158383,75776,13956,23369,16140,-10398,-10068,75705,8122,22257,6169,100750620,2022,03,1,食品,010
