会社コード,企業名,決算期,連結基準,決算月数,日経業種コード,売上高,資産合計
0000062,大林組,2016/03,1,12,241401,1777834,1951907
0000062,大林組,2017/03,1,12,241401,1872721,2015996
0000062,大林組,2018/03,1,12,241401,1900655,2129027
0000062,大林組,2019/03,1,12,241401,2039685,2214512
0000062,大林組,2020/03,1,12,241401,2073043,2230297
0000062,大林組,2021/03,1,12,241401,1766893,2272628
0000062,大林組,2022/03,1,12,241401,1922884,2422085
0000063,清水建設,1999/03,1,12,241401,1599297,2189671
0000063,清水建設,2000/03,1,12,241401,1564716,2204426
0000063,清水建設,2001/03,1,12,241401,1711983,2075668
0000063,清水建設,2002/03,1,12,241401,1584038,1930508
0000063,清水建設,2003/03,1,12,241401,1549632,1819711
0000063,清水建設,2004/03,1,12,241401,1550551,1751177
0000063,清水建設,2005/03,1,12,241401,1484331,1642882
0000063,清水建設,2006/03,1,12,241401,1499355,1801820
0000063,清水建設,2007/03,1,12,241401,1654087,1850561
0000063,清水建設,2008/03,1,12,241401,1685059,1877961
0000063,清水建設,2009/03,1,12,241401,1887572,1987536
0000063,清水建設,2010/03,1,12,241401,1589278,1566531
0000063,清水建設,2011/03,1,12,241401,1303755,1423613
0000063,清水建設,2012/03,1,12,241401,1336194,1410975
0000063,清水建設,2013/03,1,12,241401,1416044,1456441
0000063,清水建設,2014/03,1,12,241401,1497578,1512686
0000063,清水建設,2015/03,1,12,241401,1567843,1703399
0000063,清水建設,2016/03,1,12,241401,1664933,1722936
0000063,清水建設,2017/03,1,12,241401,1567427,1688197
0000063,清水建設,2018/03,1,12,241401,1519435,1780943
0000063,清水建設,2019/03,1,12,241401,1664960,1860794
0000063,清水建設,2020/03,1,12,241401,1698292,1904934
0000063,清水建設,2021/03,1,12,241401,1456473,1908674
0000063,清水建設,2022/03,1,12,241401,1482961,2128356
0000065,飛島建設,1999/03,1,12,241402,342708,417533
0000065,飛島建設,2000/03,1,12,241402,315649,364645
0000065,飛島建設,2001/03,1,12,241402,323003,368805
0000065,飛島建設,2002/03,1,12,241402,333489,349437
0000065,飛島建設,2003/03,1,12,241402,218512,267618
0000065,飛島建設,2004/03,1,12,241402,209204,184329
0000065,飛島建設,2005/03,1,12,241402,179728,167339
0000065,飛島建設,2006/03,1,12,241402,164101,172925
0000065,飛島建設,2007/03,1,12,241402,183834,190759
0000065,飛島建設,2008/03,1,12,241402,157306,134196
0000065,飛島建設,2009/03,1,12,241402,142936,98514
0000065,飛島建設,2010/03,1,12,241402,117829,94526
0000065,飛島建設,2011/03,1,12,241402,115896,91286
0000065,飛島建設,2012/03,1,12,241402,105621,84695
0000065,飛島建設,2013/03,1,12,241402,111865,96120
0000065,飛島建設,2014/03,1,12,241402,109227,85864
0000065,飛島建設,2015/03,1,12,241402,118652,91594
0000065,飛島建設,2016/03,1,12,241402,120710,91455
0000065,飛島建設,2017/03,1,12,241402,117807,98125
0000065,飛島建設,2018/03,1,12,241402,131121,101908
0000065,飛島建設,2019/03,1,12,241402,128866,109586
0000065,飛島建設,2020/03,1,12,241402,134859,121804
0000065,飛島建設,2021/03,1,12,241402,117295,121598
0000065,飛島建設,2022/03,1,12,241402,117665,114632
0000067,長谷工コーポレーション,1999/03,1,12,241402,399506,841430
0000067,長谷工コーポレーション,2000/03,1,12,241402,375274,821426
0000067,長谷工コーポレーション,2001/03,1,12,241402,458918,743737
0000067,長谷工コーポレーション,2002/03,1,12,241402,446718,550944
0000067,長谷工コーポレーション,2003/03,1,12,241402,453863,514689
0000067,長谷工コーポレーション,2004/03,1,12,241402,468018,494097
0000067,長谷工コーポレーション,2005/03,1,12,241402,506954,478783
0000067,長谷工コーポレーション,2006/03,1,12,241402,622396,499918
0000067,長谷工コーポレーション,2007/03,1,12,241402,723118,546723
0000067,長谷工コーポレーション,2008/03,1,12,241402,745074,486204
0000067,長谷工コーポレーション,2009/03,1,12,241402,505500,485781
0000067,長谷工コーポレーション,2010/03,1,12,241402,420382,439273
0000067,長谷工コーポレーション,2011/03,1,12,241402,440429,457487
0000067,長谷工コーポレーション,2012/03,1,12,241402,500929,467075
0000067,長谷工コーポレーション,2013/03,1,12,241402,558919,460864
0000067,長谷工コーポレーション,2014/03,1,12,241402,587571,457408
0000067,長谷工コーポレーション,2015/03,1,12,241402,642167,476914
0000067,長谷工コーポレーション,2016/03,1,12,241402,787354,589993
0000067,長谷工コーポレーション,2017/03,1,12,241402,772328,630937
0000067,長谷工コーポレーション,2018/03,1,12,241402,813276,687706
0000067,長谷工コーポレーション,2019/03,1,12,241402,890981,773219
0000067,長谷工コーポレーション,2020/03,1,12,241402,846029,799319
0000067,長谷工コーポレーション,2021/03,1,12,241402,809438,953659
0000067,長谷工コーポレーション,2022/03,1,12,241402,909708,1081907
0000069,松井建設,2006/03,1,12,241402,85241,70687
0000069,松井建設,2007/03,1,12,241402,87670,68790
0000069,松井建設,2008/03,1,12,241402,85652,65153
0000069,松井建設,2009/03,1,12,241402,73901,68318
0000069,松井建設,2010/03,1,12,241402,78145,55793
0000069,松井建設,2011/03,1,12,241402,74865,49577
0000069,松井建設,2012/03,1,12,241402,71847,49308
0000069,松井建設,2013/03,1,12,241402,77772,50153
0000069,松井建設,2014/03,1,12,241402,78529,55197
0000069,松井建設,2015/03,1,12,241402,85109,61405
0000069,松井建設,2016/03,1,12,241402,87958,70480
0000069,松井建設,2017/03,1,12,241402,89341,69684
0000069,松井建設,2018/03,1,12,241402,92344,78709
0000069,松井建設,2019/03,1,12,241402,92471,70774
0000069,松井建設,2020/03,1,12,241402,94422,68655
0000069,松井建設,2021/03,1,12,241402,87579,74425
0000069,松井建設,2022/03,1,12,241402,82468,68428
0000070,銭高組,2000/03,1,12,241402,253820,281118
0000070,銭高組,2001/03,1,12,241402,230806,247790
0000070,銭高組,2002/03,1,12,241402,194501,240096
0000070,銭高組,2003/03,1,12,241402,218474,218819
0000070,銭高組,2004/03,1,12,241402,166399,207251
0000070,銭高組,2005/03,1,12,241402,171327,224512
0000070,銭高組,2006/03,1,12,241402,176403,223661
0000070,銭高組,2007/03,1,12,241402,168357,252667
0000070,銭高組,2008/03,1,12,241402,172859,226678
0000070,銭高組,2009/03,1,12,241402,206393,202560
0000070,銭高組,2010/03,1,12,241402,172643,179674
0000070,銭高組,2011/03,1,12,241402,128161,156697
0000070,銭高組,2012/03,1,12,241402,133975,151905
0000070,銭高組,2013/03,1,12,241402,113605,143993
0000070,銭高組,2014/03,1,12,241402,117522,149846
0000070,銭高組,2015/03,1,12,241402,113256,146862
0000070,銭高組,2016/03,1,12,241402,115041,128292
0000070,銭高組,2017/03,1,12,241402,110920,146929
0000070,銭高組,2018/03,1,12,241402,126005,155391
0000070,銭高組,2019/03,1,12,241402,128130,161206
0000070,銭高組,2020/03,1,12,241402,132957,172307
0000070,銭高組,2021/03,1,12,241402,105792,153361
0000070,銭高組,2022/03,1,12,241402,101903,155098
0000071,鹿島,1999/03,1,12,241401,1658884,2402481
0000071,鹿島,2000/03,1,12,241401,1727871,2423541
0000071,鹿島,2001/03,1,12,241401,1909948,2438041
0000071,鹿島,2002/03,1,12,241401,2060353,2226711
0000071,鹿島,2003/03,1,12,241401,1874802,2024226
0000071,鹿島,2004/03,1,12,241401,1616127,1870279
0000071,鹿島,2005/03,1,12,241401,1682499,1817729
0000071,鹿島,2006/03,1,12,241401,1770834,1905964
0000071,鹿島,2007/03,1,12,241401,1891366,2107222
0000071,鹿島,2008/03,1,12,241401,1894044,1918395
0000071,鹿島,2009/03,1,12,241401,1948540,1885426
0000071,鹿島,2010/03,1,12,241401,1637362,1796865
0000071,鹿島,2011/03,1,12,241401,1325679,1644962
0000071,鹿島,2012/03,1,12,241401,1457754,1686221
0000071,鹿島,2013/03,1,12,241401,1485019,1686072
0000071,鹿島,2014/03,1,12,241401,1521191,1789495
0000071,鹿島,2015/03,1,12,241401,1693658,1839259
0000071,鹿島,2016/03,1,12,241401,1742700,1886781
0000071,鹿島,2017/03,1,12,241401,1821805,1992822
0000071,鹿島,2018/03,1,12,241401,1830625,2051226
0000071,鹿島,2019/03,1,12,241401,1974269,2091175
0000071,鹿島,2020/03,1,12,241401,2010751,2172108
0000071,鹿島,2021/03,1,12,241401,1907176,2164806
0000071,鹿島,2022/03,1,12,241401,2079695,2337741
0000072,不動テトラ,1999/03,1,12,241402,216398,215752
0000072,不動テトラ,2000/03,1,12,241402,225449,230418
0000072,不動テトラ,2001/03,1,12,241402,233212,215495
0000072,不動テトラ,2002/03,1,12,241402,181575,187297
0000072,不動テトラ,2003/03,1,12,241402,156923,162298
0000072,不動テトラ,2004/03,1,12,241402,128568,81932
0000072,不動テトラ,2005/03,1,12,241402,61188,50226
0000072,不動テトラ,2006/03,1,12,241402,57312,38964
0000072,不動テトラ,2007/03,1,12,241402,67085,67205
0000072,不動テトラ,2008/03,1,12,241402,72677,55188
0000072,不動テトラ,2009/03,1,12,241402,71937,48558
0000072,不動テトラ,2010/03,1,12,241402,67405,45650
0000072,不動テトラ,2011/03,1,12,241402,56051,43878
0000072,不動テトラ,2012/03,1,12,241402,51101,43262
0000072,不動テトラ,2013/03,1,12,241402,58228,47373
0000072,不動テトラ,2014/03,1,12,241402,72434,50152
0000072,不動テトラ,2015/03,1,12,241402,70718,48120
0000072,不動テトラ,2016/03,1,12,241402,64004,45927
0000072,不動テトラ,2017/03,1,12,241402,67157,47361
0000072,不動テトラ,2018/03,1,12,241402,62805,53103
0000072,不動テトラ,2019/03,1,12,241402,67081,53826
0000072,不動テトラ,2020/03,1,12,241402,71200,52932
0000072,不動テトラ,2021/03,1,12,241402,72308,54082
0000072,不動テトラ,2022/03,1,12,241402,66778,51901
0000073,大末建設,2000/03,1,12,241402,119355,185865
0000073,大末建設,2001/03,1,12,241402,117150,93448
0000073,大末建設,2002/03,1,12,241402,97230,62071
0000073,大末建設,2003/03,1,12,241402,91586,58929
0000073,大末建設,2004/03,1,12,241402,88573,60601
0000073,大末建設,2005/03,1,12,241402,92402,69452
0000073,大末建設,2006/03,1,12,241402,95525,63277
0000073,大末建設,2007/03,1,12,241402,95465,63960
0000073,大末建設,2008/03,1,12,241402,79278,49136
0000073,大末建設,2009/03,1,12,241402,65363,48011
0000073,大末建設,2010/03,1,12,241402,54017,38711
0000073,大末建設,2011/03,1,12,241402,49050,35961
0000073,大末建設,2012/03,1,12,241402,42002,35465
0000073,大末建設,2013/03,1,12,241402,39248,27674
0000073,大末建設,2014/03,1,12,241402,52182,36210
0000073,大末建設,2015/03,1,12,241402,55726,32855
0000073,大末建設,2016/03,1,12,241402,59880,34707
0000073,大末建設,2017/03,1,12,241402,64539,39815
0000073,大末建設,2018/03,1,12,241402,52872,38099
0000073,大末建設,2019/03,1,12,241402,64864,43622
0000073,大末建設,2020/03,1,12,241402,65167,41406
0000073,大末建設,2021/03,1,12,241402,56490,40533
0000073,大末建設,2022/03,1,12,241402,69645,48662
0000074,鉄建建設,1999/03,1,12,241402,254242,264560
0000074,鉄建建設,2000/03,1,12,241402,231841,273637
0000074,鉄建建設,2001/03,1,12,241402,244529,281567
0000074,鉄建建設,2002/03,1,12,241402,223089,253532
0000074,鉄建建設,2003/03,1,12,241402,229119,229129
0000074,鉄建建設,2004/03,1,12,241402,181796,202582
0000074,鉄建建設,2005/03,1,12,241402,175790,193768
0000074,鉄建建設,2006/03,1,12,241402,194577,198439
0000074,鉄建建設,2007/03,1,12,241402,183117,188932
0000074,鉄建建設,2008/03,1,12,241402,180897,175525
0000074,鉄建建設,2009/03,1,12,241402,153275,155472
0000074,鉄建建設,2010/03,1,12,241402,139229,154527
0000074,鉄建建設,2011/03,1,12,241402,130831,152763
0000074,鉄建建設,2012/03,1,12,241402,130431,150614
0000074,鉄建建設,2013/03,1,12,241402,126609,162082
0000074,鉄建建設,2014/03,1,12,241402,137281,166426
0000074,鉄建建設,2015/03,1,12,241402,150672,181367
0000074,鉄建建設,2016/03,1,12,241402,171243,183672
0000074,鉄建建設,2017/03,1,12,241402,165053,183730
0000074,鉄建建設,2018/03,1,12,241402,168551,188928
0000074,鉄建建設,2019/03,1,12,241402,174670,193676
0000074,鉄建建設,2020/03,1,12,241402,192842,200137
0000074,鉄建建設,2021/03,1,12,241402,182020,185237
0000074,鉄建建設,2022/03,1,12,241402,151551,173079
0000079,西松建設,2000/03,1,12,241402,562089,762514
0000079,西松建設,2001/03,1,12,241402,529392,778844
0000079,西松建設,2002/03,1,12,241402,516544,721529
0000079,西松建設,2003/03,1,12,241402,506009,736446
0000079,西松建設,2004/03,1,12,241402,446058,737812
0000079,西松建設,2005/03,1,12,241402,449927,719797
0000079,西松建設,2006/03,1,12,241402,449061,724745
0000079,西松建設,2007/03,1,12,241402,492527,713713
0000079,西松建設,2008/03,1,12,241402,432694,649079
0000079,西松建設,2009/03,1,12,241402,424047,589982
0000079,西松建設,2010/03,1,12,241402,396823,414393
0000079,西松建設,2011/03,1,12,241402,257856,331998
0000079,西松建設,2012/03,1,12,241402,263928,322523
0000079,西松建設,2013/03,1,12,241402,253250,342974
0000079,西松建設,2014/03,1,12,241402,314638,374399
0000079,西松建設,2015/03,1,12,241402,342989,386469
0000079,西松建設,2016/03,1,12,241402,308826,351334
0000079,西松建設,2017/03,1,12,241402,315228,385674
0000079,西松建設,2018/03,1,12,241402,284412,381355
0000079,西松建設,2019/03,1,12,241402,349318,466327
0000079,西松建設,2020/03,1,12,241402,391621,497045
0000079,西松建設,2021/03,1,12,241402,336241,472440
0000079,西松建設,2022/03,1,12,241402,323754,477613
0000080,三井住友建設,1999/03,1,12,241402,422996,643342
0000080,三井住友建設,2000/03,1,12,241402,420791,640597
0000080,三井住友建設,2001/03,1,12,241402,414791,471766
0000080,三井住友建設,2002/03,1,12,241402,392826,451202
0000080,三井住友建設,2003/03,1,12,241402,369819,436999
0000080,三井住友建設,2004/03,1,12,241402,567360,704980
0000080,三井住友建設,2005/03,1,12,241402,536334,541158
0000080,三井住友建設,2006/03,1,12,241402,545384,362285
0000080,三井住友建設,2007/03,1,12,241402,529950,340081
0000080,三井住友建設,2008/03,1,12,241402,499989,337893
0000080,三井住友建設,2009/03,1,12,241402,396065,240788
0000080,三井住友建設,2010/03,1,12,241402,336476,222588
0000080,三井住友建設,2011/03,1,12,241402,298647,197021
0000080,三井住友建設,2012/03,1,12,241402,313558,233608
0000080,三井住友建設,2013/03,1,12,241402,342727,221416
0000080,三井住友建設,2014/03,1,12,241402,382724,250716
0000080,三井住友建設,2015/03,1,12,241402,377825,279450
0000080,三井住友建設,2016/03,1,12,241402,414958,293663
0000080,三井住友建設,2017/03,1,12,241402,403908,302152
0000080,三井住友建設,2018/03,1,12,241402,417310,317688
0000080,三井住友建設,2019/03,1,12,241402,448758,340851
0000080,三井住友建設,2020/03,1,12,241402,472402,353410
0000080,三井住友建設,2021/03,1,12,241402,421619,376826
0000080,三井住友建設,2022/03,1,12,241402,403275,394073
0000081,大豊建設,2000/03,1,12,241402,153874,141009
0000081,大豊建設,2001/03,1,12,241402,151443,134330
0000081,大豊建設,2002/03,1,12,241402,138225,130270
0000081,大豊建設,2003/03,1,12,241402,143057,125426
0000081,大豊建設,2004/03,1,12,241402,137323,185314
0000081,大豊建設,2005/03,1,12,241402,166875,159433
0000081,大豊建設,2006/03,1,12,241402,167255,160848
0000081,大豊建設,2007/03,1,12,241402,155825,163981
0000081,大豊建設,2008/03,1,12,241402,163246,155363
0000081,大豊建設,2009/03,1,12,241402,142353,117139
0000081,大豊建設,2010/03,1,12,241402,120978,96171
0000081,大豊建設,2011/03,1,12,241402,116564,89802
0000081,大豊建設,2012/03,1,12,241402,101179,89662
0000081,大豊建設,2013/03,1,12,241402,112740,89960
0000081,大豊建設,2014/03,1,12,241402,126416,96535
0000081,大豊建設,2015/03,1,12,241402,138525,109185
0000081,大豊建設,2016/03,1,12,241402,146815,117353
0000081,大豊建設,2017/03,1,12,241402,143613,129232
0000081,大豊建設,2018/03,1,12,241402,149649,140561
0000081,大豊建設,2019/03,1,12,241402,150777,146938
0000081,大豊建設,2020/03,1,12,241402,162811,152187
0000081,大豊建設,2021/03,1,12,241402,161697,170899
0000081,大豊建設,2022/03,1,12,241402,156520,169621
0000085,佐田建設,2005/03,1,12,241402,37935,24282
0000085,佐田建設,2006/03,1,12,241402,43269,25206
0000085,佐田建設,2007/03,1,12,241402,40861,24384
0000085,佐田建設,2008/03,1,12,241402,39760,25689
0000085,佐田建設,2009/03,1,12,241402,36452,24230
0000085,佐田建設,2010/03,1,12,241402,27809,17135
0000085,佐田建設,2011/03,1,12,241402,25617,18230
0000085,佐田建設,2012/03,1,12,241402,22899,17103
0000085,佐田建設,2013/03,1,12,241402,29864,22317
0000085,佐田建設,2014/03,1,12,241402,32859,21404
0000085,佐田建設,2015/03,1,12,241402,32427,21272
0000085,佐田建設,2016/03,1,12,241402,32237,21874
0000085,佐田建設,2017/03,1,12,241402,29140,23163
0000085,佐田建設,2018/03,1,12,241402,30224,24974
0000085,佐田建設,2019/03,1,12,241402,28828,24506
0000085,佐田建設,2020/03,1,12,241402,36494,28488
0000085,佐田建設,2021/03,1,12,241402,31689,25199
0000085,佐田建設,2022/03,1,12,241402,26660,25837
0000086,ナカノフドー建設,1999/03,1,12,241402,93021,81234
0000086,ナカノフドー建設,2000/03,1,12,241402,70926,80219
0000086,ナカノフドー建設,2001/03,1,12,241402,77443,78085
0000086,ナカノフドー建設,2002/03,1,12,241402,68433,76540
0000086,ナカノフドー建設,2003/03,1,12,241402,77992,70572
0000086,ナカノフドー建設,2004/03,1,12,241402,58070,87971
0000086,ナカノフドー建設,2005/03,1,12,241402,102324,77580
